toques,pasador,receptor,rematador,portero,asistente,bloqueador,shooterId,assisterId,blockerId,receiverId,passerId,toucherId,goalieId,gameId,espnEventId,optaMatchId,eventGuid,gameEventIndex,sequenceId,phaseId,sequenceEventNum,possessionSeqNum,possessionNumInPeriod,Tipo de jugada,Periodo,Reloj del partido,sequenceSeconds,possessionSeconds,eventTeamAbbrevName,teamId,teamImageId,teamFullName,Equipo,teamAbbrevName,teamShortName,newestTeamColor,optaTeamId,Fecha,homeTeam,awayTeam,homeCurrentScore,awayCurrentScore,teamAbbrevName,Equipo,teamId,teamImageId,rival,opponentId,opponentTeamImageId,opponentCurrentScore,teamCurrentScore,homeFinalScore,awayFinalScore,teamFinalScore,opponentFinalScore,numberOfPeriods,periodLength,gameDate,Result,scoreAtTime,xG,xA,DistRemates,reportId
"Cestero,"""","""","""","""","""","""","""","""","""","""","""",ecmpznived7xp45o7bm96csno,"""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:258,""258"","""","""","""","""","""",Save,""1"",""941"","""","""",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
","""","""","""","""","""","""","""","""","""","""","""","""","""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:261,""261"","""","""","""","""","""",OffsideProvoked,""1"",""943"","""","""",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
","""","""","""","""","""","""","""","""","""","""","""","""","""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:275,""275"","""","""","""","""","""",Aerial,""1"",""1038"","""","""",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
","""","""","""","""","""","""","""","""","""","""","""","""","""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:286,""286"",""41"","""",""2"",""24"",""24"",BallRecovery,""1"",""1046"",""4"",""18"",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
","""","""","""","""","""","""","""","""","""","""","""","""","""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:304,""304"",""45"","""",""1"",""26"",""26"",BallRecovery,""1"",""1073"",""6"",""56"",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
","""","""","""","""","""","""","""","""","""","""","""","""","""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:323,""323"","""","""","""","""","""",Challenge,""1"",""1134"","""","""",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
"Pol Fortuny,"""","""","""","""","""","""","""","""","""","""","""",diwvhwul9fvsmpdwosvy8nwus,"""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:328,""328"",""49"","""",""1"",""28"",""28"",Tackle,""1"",""1139"",""10"",""54"",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
","""","""","""","""","""","""","""","""","""","""","""","""","""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:330,""330"",""49"","""",""3"",""28"",""28"",BallRecovery,""1"",""1143"",""10"",""54"",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
","""","""","""","""","""","""","""","""","""","""","""","""","""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:357,""357"","""","""","""","""","""",Challenge,""1"",""1198"","""","""",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
"Diego Aguado,"""","""","""","""","""","""","""","""","""","""","""",4luj0v1ttpt61sniftg4bxrtg,"""",ego01h3xuardzs0cjwlcwvtas,ego01h3xuardzs0cjwlcwvtas,""2652004"",ego01h3xuardzs0cjwlcwvtas:363,""363"",""52"","""",""1"",""30"",""30"",Tackle,""1"",""1203"",""11"",""11"",RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",Real Madrid II,Real Madrid II,RM2,Real Madrid II,#0066FF,""3022"",2026-09-12,Águilas,Real Madrid II,""1"",""0"",RM2,RM2,3kibouup3gxwnnxp3vhz83af7,""3022"",AGU,egzh8d35o0fdgv9p2ql5wm7ql,""18832"",""1"",""0"",""1"",""0"",""0"",""1"",""2"",""45"",2026-09-12 11:00:00,L 0-1,0-1,""0,00"",""0,0000"",""0,0"",null-224"
